name,sku,selling_price,original_price,color,category,breadcrumbs,description,average_rating,reviews_count,description_preprocess,description_sentiment_nltk,description_sentiment_textblob,description_sentiment_textblob_labels
Lite Racer BYD 2.0 Shoes,GZ8206,56,70.0,Green,Shoes,Men/Shoes,"Simplicity, versatility and comfort. Lace up these running-inspired shoes on action-filled days. They're quick to slip on when you're racing out the door. The rubber outsole gives you traction on slippery and uneven surfaces. A Cloudfoam midsole is for a soft feel and all-day cushioning.

This product is made with Primegreen, a series of high-performance recycled materials. 50% of the upper is recycled content. No virgin polyester.",4.6,135,"simplicity , versatility comfort . lace running-inspired shoe action-filled day . 're quick slip 're racing door . rubber outsole give traction slippery uneven surface . cloudfoam midsole soft feel all-day cushioning . product made primegreen , series high-performance recycled material . 50 % upper recycled content . virgin polyester .",1,0.05833333333333333,Positive
Racer TR21 Shoes,G55776,53,75.0,Black,Shoes,Women/Shoes,"These adidas shoes bring the athletic style of running footwear to your everyday look. Move confidently through your day in a comfortably snug fit and a lightweight midsole that provides all-day cushioning underfoot.

This product is made with Primegreen, a series of high-performance recycled materials. 50% of the upper is recycled content. No virgin polyester.",4.8,78,"adidas shoe bring athletic style running footwear everyday look . move confidently day comfortably snug fit lightweight midsole provides all-day cushioning underfoot . product made primegreen , series high-performance recycled material . 50 % upper recycled content . virgin polyester .",1,0.22000000000000003,Positive
Gamemode Firm Ground Cleats,G58844,80,100.0,White,Shoes,Soccer/Shoes,"Why do we all love soccer? Because out there on the field, we can be anything we want. Choose your adidas Gamemode and play the beautiful game your way. These cleats have a HybridTouch upper for a soft touch and a universal fit for added comfort. Underneath, a versatile outsole provides a platform for self-expression on firm ground and artificial grass.",4.7,24,"love soccer ? field , anything want . choose adidas gamemode play beautiful game way . cleat hybridtouch upper soft touch universal fit added comfort . underneath , versatile outsole provides platform self-expression firm ground artificial grass .",1,0.07222222222222224,Positive
Bryony Shoes,H04643,56,80.0,White,Shoes,Women/Shoes,"Sleek, simple and full of slam dunk energy. Step out in these adidas shoes and stride smoothly in fresh style that got its start on the B-ball court. Whether you've got an impossible to-do list or a carefree weekend ahead of you, the women's specific fit ensures comfort at every step.

This product is made with Primegreen, a series of high-performance recycled materials. 50% of upper is recycled content. No virgin polyester.",4.4,44,"sleek , simple full slam dunk energy . step adidas shoe stride smoothly fresh style got start b-ball court . whether 've got impossible to-do list carefree weekend ahead , woman 's specific fit ensures comfort every step . product made primegreen , series high-performance recycled material . 50 % upper recycled content . virgin polyester .",1,0.054761904761904755,Positive
NMD_R1 Spectoo Shoes,H01461,96,120.0,Purple,Shoes,Kids/Shoes,"Always looking towards the future, NMD is all about progress. Inspired by our constantly connected world of streaming data, these juniors' adidas NMD_R1 Spectoo Shoes put a fresh spin on classic NMD style. The sleek textile upper is marked with text graphics and a translucent side panel for a futuristic look. Flexible and responsive, the adidas Boost midsole keeps you comfortable from the first step of the day to the last.

This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",4.7,18,"always looking towards future , nmd progress . inspired constantly connected world streaming data , junior ' adidas nmd_r1 spectoo shoe put fresh spin classic nmd style . sleek textile upper marked text graphic translucent side panel futuristic look . flexible responsive , adidas boost midsole keep comfortable first step day last . product made recycled content part ambition end plastic waste . 20 % piece used make upper made minimum 50 % recycled content .",1,0.09242424242424244,Positive
Racer TR21 Shoes,GZ8183,60,75.0,Burgundy,Shoes,Men/Shoes,"Bring the comfort and athletic style of running footwear to your everyday look in these adidas shoes. Step through your day confidently with a snug fit and a lightweight midsole that cushions your feet with every step.

This product is made with Primegreen, a series of high-performance recycled materials. 50% of the upper is recycled content. No virgin polyester.",4.6,377,"bring comfort athletic style running footwear everyday look adidas shoe . step day confidently snug fit lightweight midsole cushion foot every step . product made primegreen , series high-performance recycled material . 50 % upper recycled content . virgin polyester .",1,0.175,Positive
Postmove Shoes,H00460,56,70.0,Black,Shoes,Men/Shoes,"Take inspiration from the original adidas Forum. Lace up these basketball shoes for a throwback look you can rock all over town. Enjoy pillowy-soft midsole cushioning as soon as you slip your feet in.

This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",4.5,72,take inspiration original adidas forum . lace basketball shoe throwback look rock town . enjoy pillowy-soft midsole cushioning soon slip foot . product made recycled content part ambition end plastic waste . 20 % piece used make upper made minimum 50 % recycled content .,1,0.14375,Positive
Bryony Shoes,GY5469,56,80.0,White,Shoes,Women/Shoes,"Breathe life into your sneaker rotation with Bryony. The low-top model has three-stripe branding on the upper as well as tongue detailing and a groovy sockliner inspired by 70s artwork. Exclusively available through adidas.

This product is made with Primegreen, a series of high-performance recycled materials. 50% of upper is recycled content.",4.4,44,"breathe life sneaker rotation bryony . low-top model three-stripe branding upper well tongue detailing groovy sockliner inspired 70 artwork . exclusively available adidas . product made primegreen , series high-performance recycled material . 50 % upper recycled content .",1,0.13333333333333333,Positive
ZX 1K Shoes,Q46277,46,65.0,White,Shoes,Kids/Shoes,"There's no slowing kids down. They grow more, eat more, do more and know more seemingly every day. Keeping up with them can be tough, but these adidas ZX 1K Shoes are up for the job. They've got a long history of running on their side, which means they're all about fast moves and comfort. Lace kids into them and just watch as they step into their own.

This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",4.7,17,"'s slowing kid . grow , eat , know seemingly every day . keeping tough , adidas zx 1k shoe job . 've got long history running side , mean 're fast move comfort . lace kid watch step . product made recycled content part ambition end plastic waste . 20 % piece used make upper made minimum 50 % recycled content .",1,0.18232323232323233,Positive
Postmove Shoes,H00462,56,70.0,White,Shoes,Men/Shoes,"Take inspiration from the original adidas Forum. Lace up these basketball shoes for a throwback look you can rock all over town. Enjoy pillowy-soft midsole cushioning as soon as you slip your feet in.

This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",4.5,72,take inspiration original adidas forum . lace basketball shoe throwback look rock town . enjoy pillowy-soft midsole cushioning soon slip foot . product made recycled content part ambition end plastic waste . 20 % piece used make upper made minimum 50 % recycled content .,1,0.14375,Positive
